action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,source,lat,long,collection_method,line_out_depth,pressure_transducer_depth,acidified,acidification_method,volume,part,screen_size,collected,preserved,analyzed,lab_technician,filter_portion,project_specific_id,hakai_id,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,total_beam_n,ug_n,per_n,delta_air,corr_delta15n,total_beam_c,ug_c,per_c,delta_pdb,corr_delta13c,c_n,analyzing_lab,c_flag,n_flag,c_n_flag,row_flag,quality_level,comments,quality_log
,149,1,1/28/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,30,,FALSE,None,2000,,,2015-01-28T16:52:34.000Z,2015-01-28T21:12:45.000Z,,Rebecca;Other,1,,QF173,37.8,,25,,,5.474400126,,,6.613675534,,39.06239145,,,-25.83598534,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,1,2/3/2015,QUADRA,HAKAI,OCEANOGRAPHY;OCEANOGRAPHY,QOMA;QOMB,1,QU24,M,50.03,-125.08,,100,,FALSE,None,2000,,,2015-02-03T17:00:43.000Z,2015-02-03T21:33:01.000Z,,Kate;Katie;Other,1,,QF177,38.1,,25,,,12.04138869,,,8.39379692,,90.39860891,,,-24.26392093,,UCDAVISSIF,SVC,SVC,,Results,Technicianmr,,1: Checked by KP
2: C: Precision decreases for samples containing less than 100ugC. N: Precision decreases for samples containing less than 20ugN. Results checked by RP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,1,2/3/2015,QUADRA,HAKAI,OCEANOGRAPHY;OCEANOGRAPHY,QOMA;QOMB,1,QU24,M,50.03,-125.08,,5,,FALSE,None,2000,,,2015-02-03T17:00:43.000Z,2015-02-03T21:33:01.000Z,,Kate;Katie;Other,1,,QF178,38.6,,25,,,35.46000867,,,6.003603706,,220.2676029,,,-28.30010781,,UCDAVISSIF,,,,Results,Technicianmr,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,1,2/3/2015,QUADRA,HAKAI,OCEANOGRAPHY;OCEANOGRAPHY,QOMA;QOMB,1,QU24,M,50.03,-125.08,,30,,FALSE,None,2000,,,2015-02-03T17:00:43.000Z,2015-02-03T21:33:01.000Z,,Kate;Katie;Other,1,,QF194,38.1,,25,,,5.968434559,,,7.10608586,,48.04526074,,,-26.52497788,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,1,2/3/2015,QUADRA,HAKAI,OCEANOGRAPHY;OCEANOGRAPHY,QOMA;QOMB,1,QU24,M,50.03,-125.08,,240,,FALSE,None,1000,,,2015-02-03T17:00:43.000Z,2015-02-03T21:33:01.000Z,,Kate;Katie;Other,1,,QF195,38.1,,25,,,42.72444221,,,13.07318402,,234.7442701,,,-21.84303656,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,1,2/3/2015,QUADRA,HAKAI,OCEANOGRAPHY;OCEANOGRAPHY,QOMA;QOMB,1,QU24,M,50.03,-125.08,,0,,FALSE,None,1900,,,2015-02-03T17:00:43.000Z,2015-02-03T21:33:01.000Z,,Kate;Katie;Other,1,,QF196,37.7,,25,,,14.61695517,,,6.086079655,,108.1044662,,,-25.57330632,,UCDAVISSIF,,SVC,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,1,2/11/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,240,,FALSE,None,1700,,,2015-02-11T17:43:13.000Z,2015-02-11T17:43:11.000Z,,Bryn;Katie;Rebecca,1,,QF182,38.1,,25,,,3.316916894,,,5.731670191,,34.38500362,,,-23.71727525,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,1,2/11/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,240,,TRUE,Immersion,1700,,,2015-02-11T17:43:13.000Z,2015-02-11T17:43:11.000Z,,,1,,QF183,37.9,,25,,,8.140166345,,,10.36332026,,65.97571061,,,-25.09055075,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,1,2/11/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,100,,FALSE,None,1800,,,2015-02-11T17:43:13.000Z,2015-02-11T17:43:11.000Z,,Bryn;Katie;Rebecca,1,,QF184,37.5,,25,,,3.460519949,,,4.627965019,,29.97421234,,,-23.66836308,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,1,2/11/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,5,,FALSE,None,1000,,,2015-02-11T17:43:13.000Z,2015-02-11T17:43:11.000Z,,Bryn;Katie;Rebecca,1,,QF186,38.1,,25,,,4.30489368,,,4.951140569,,30.26831575,,,-27.27003445,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,1,2/11/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,5,,TRUE,Immersion,1000,,,2015-02-11T17:43:13.000Z,2015-02-11T17:43:11.000Z,,,1,,QF187,38.8,,25,,,15.07121729,,,3.633329311,,62.00236309,,,-27.18746876,,UCDAVISSIF,SVC,SVC,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,1,2/11/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,30,,FALSE,None,1500,,,2015-02-11T17:43:13.000Z,2015-02-11T17:43:11.000Z,,Bryn;Katie;Rebecca,1,,QF188,38,,25,,,7.349060766,,,3.080992167,,42.907917,,,-25.63856469,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,1,2/11/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,30,,TRUE,Immersion,1500,,,2015-02-11T17:43:13.000Z,2015-02-11T17:43:11.000Z,,,1,,QF189,38.2,,25,,,11.73596545,,,4.35950589,,54.66454068,,,-25.71667978,,UCDAVISSIF,SVC,SVC,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,173,1,2/11/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,0,,TRUE,Immersion,1700,,,2015-02-11T17:43:13.000Z,2015-02-11T17:43:11.000Z,,,1,,QF190,39,,25,,,22.2171022,,,3.51524062,,123.9333605,,,-27.71674512,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,200,1,2/18/2015,QUADRA,HAKAI,OCEANOGRAPHY;OCEANOGRAPHY;OCEANOGRAPHY,QOMA2;QOMA1;QOMA,1,QU24,M,50.03,-125.08,,100,,FALSE,None,,,,2015-02-18T17:31:29.000Z,2015-02-18T17:30:05.000Z,,,1,,QF222,36.1,,25,,,,,,,,31.68235233,,,-26.75687893,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: TRIAL RUN FOR QOMA1;2;;MICROBIAL: Four cell counts were taken for each depth at station QU24. Duplicates for 1 mL and 2 mL of sample were taken both with 40 uL of Gluteraldehyde.;;;POP DATA:;Surface-QF226 (990 ml) ;5-QF227 (1000 ml);10-QF228 (1000 ml);30-QF229 (1000 ml);100-QF230 (1000ml);240-QF231 (1000ml);;HPLC: volumes are approximate; filters not blotted before freezing
2: Results checked by RP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: iPad form glitch; no volume data available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4: iPad form glitch; no volume data available. Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,240,,TRUE,Immersion,500,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF245,36.5,,25,,,7.496265601,,,6.598635168,,55.89464594,,,-23.05753533,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Depth entered as 0m; assumed to be 240 based on order in marine lab breakout sheet
2: Depth entered as 0m; assumed to be 240 based on order in marine lab breakout sheet. Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Results checked by RP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,240,,FALSE,None,500,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF246,37.7,,25,,,6.430095567,,,6.208393969,,52.01188828,,,-22.05906551,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Depth entered as 0m; assumed to be 240 based on order in marine lab breakout sheet
2: Depth entered as 0m; assumed to be 240 based on order in marine lab breakout sheet. Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Results checked by RP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,100,,TRUE,Immersion,1500,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF247,37.6,,25,,,2.255414918,,,8.52026739,,28.79813029,,,-24.10583677,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,100,,FALSE,None,1500,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF248,37.2,,25,,,2.765475544,,,8.170012905,,28.03294842,,,-23.96181685,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,0,,FALSE,None,500,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF249,37.5,,25,,,35.65253676,,,6.144463069,,182.5122644,,,-19.58585962,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,0,,TRUE,Immersion,500,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF250,36.5,,25,,,85.62343618,,,5.42510962,,400.143818,,,-19.05173729,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,30,,TRUE,Immersion,1000,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF251,36.3,,25,,,9.133304766,,,6.451527562,,49.02242592,,,-24.23555591,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,30,,FALSE,None,1000,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF252,36.1,,25,,,2.811429331,,,6.203743701,,22.08954572,,,-23.23908525,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,5,,TRUE,Immersion,200,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF255,36.1,,25,,,42.55370625,,,5.210795518,,183.9432126,,,-19.10409779,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,188,1,2/24/2015,QUADRA,HAKAI,OCEANOGRAPHY,QOMA,1,QU24,M,50.03,-125.08,,5,,FALSE,None,200,,,2015-02-24T17:00:22.000Z,2015-02-24T23:31:00.000Z,,Kate;Katie;Midoli;Rebecca,1,,QF256,36.6,,25,,,15.1018435,,,5.732952002,,74.88789557,,,-19.64778231,,UCDAVISSIF,SVC,SVC,,Results,Technician,,1: Results checked by RP.
2: Checked by KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: Depths are not accurate. Phyto bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
